NETime(ps)	MD_run	Estarttime(ns)	E_Distance(Å)	NE_Distance(Å)	Change(Å)
50ns	6	275	23.658	24.687	1.030
50ns	6	280	24.953	22.867	-2.086
50ns	6	290	18.943	17.951	-0.992
50ns	6	300	17.400	15.591	-1.809
50ns	6	310	18.093	18.026	-0.067
50ns	6	320	15.553	17.551	1.998
50ns	6	325	19.457	22.941	3.485
50ns	6	330	20.007	21.641	1.634
50ns	6	340	20.662	22.553	1.891
50ns	6	350	25.623	22.903	-2.720
50ns	6	360	22.718	19.736	-2.982
50ns	6	370	17.664	19.503	1.840
50ns	6	375	17.792	20.112	2.320
50ns	6	380	17.972	21.109	3.138
50ns	6	390	19.523	18.810	-0.713
50ns	6	400	19.302	19.275	-0.027
50ns	6	410	19.391	22.968	3.577
50ns	6	420	21.609	24.480	2.871
50ns	6	425	21.957	22.271	0.315
50ns	6	430	22.792	22.017	-0.774
50ns	6	440	18.498	22.973	4.475
50ns	6	450	25.204	23.130	-2.074
50ns	6	460	23.000	25.976	2.976
50ns	6	470	14.282	16.792	2.511
50ns	6	475	15.170	19.158	3.988
50ns	6	480	15.471	17.450	1.978
50ns	6	490	17.797	17.401	-0.395
50ns	6	500	20.882	19.020	-1.862
50ns	7	50	11.670	13.960	2.290
50ns	7	60	12.609	11.992	-0.617
50ns	7	70	15.237	14.189	-1.048
50ns	7	75	16.229	14.195	-2.034
50ns	7	80	14.981	12.691	-2.290
50ns	7	90	13.366	12.473	-0.893
50ns	7	100	15.166	13.782	-1.383
50ns	7	110	15.730	13.552	-2.178
50ns	7	120	11.189	14.541	3.352
50ns	7	125	13.303	13.149	-0.154
50ns	7	130	11.644	16.993	5.349
50ns	7	140	11.803	11.308	-0.495
50ns	7	150	15.678	14.346	-1.332
50ns	7	160	15.135	13.192	-1.943
50ns	7	170	16.907	13.575	-3.332
50ns	7	175	16.084	16.766	0.682
50ns	7	180	14.674	12.219	-2.454
50ns	7	190	16.732	15.536	-1.197
50ns	7	200	19.321	16.240	-3.081
50ns	7	210	15.289	17.306	2.017
50ns	7	220	15.408	12.040	-3.368
50ns	7	225	16.582	16.400	-0.183
50ns	7	230	16.758	18.870	2.112
50ns	7	240	17.855	18.808	0.953
50ns	7	250	17.786	16.613	-1.173
50ns	7	260	18.440	16.246	-2.194
50ns	7	270	14.913	16.373	1.459
50ns	7	275	17.483	15.941	-1.542
50ns	7	280	15.910	15.650	-0.260
50ns	7	290	14.897	16.440	1.543
50ns	7	300	17.770	18.416	0.646
50ns	7	310	16.217	17.369	1.152
50ns	7	320	18.146	18.309	0.163
50ns	7	325	16.720	15.218	-1.502
50ns	7	330	16.932	15.874	-1.058
50ns	7	340	14.129	14.502	0.373
50ns	7	350	16.402	16.343	-0.058
50ns	7	360	17.611	17.898	0.287
50ns	7	370	15.892	17.324	1.432
50ns	7	375	17.936	16.718	-1.218
50ns	7	380	14.576	13.947	-0.629
50ns	7	390	18.401	19.349	0.948
50ns	7	400	18.124	16.804	-1.320
50ns	7	410	16.567	16.428	-0.139
50ns	7	420	13.952	17.716	3.764
50ns	7	425	18.137	19.683	1.546
50ns	7	430	17.736	19.293	1.556
50ns	7	440	15.789	15.535	-0.255
50ns	7	450	19.292	18.439	-0.854
50ns	7	460	20.185	17.358	-2.826
50ns	7	470	15.412	17.240	1.829
50ns	7	475	15.890	13.907	-1.983
50ns	7	480	22.346	22.022	-0.323
50ns	7	490	19.109	21.719	2.610
50ns	7	500	19.519	20.683	1.164
50ns	8	50	12.070	10.752	-1.318
50ns	8	60	11.941	11.328	-0.613
50ns	8	70	14.052	12.475	-1.577
50ns	8	75	14.119	14.296	0.178
50ns	8	80	11.460	13.796	2.336
50ns	8	90	15.063	12.247	-2.816
50ns	8	100	13.780	11.606	-2.174
50ns	8	110	12.978	12.886	-0.092
50ns	8	120	17.141	15.374	-1.767
50ns	8	125	16.264	16.779	0.515
50ns	8	130	12.932	15.257	2.325
50ns	8	140	16.395	17.383	0.988
50ns	8	150	13.184	13.650	0.465
50ns	8	160	13.990	13.862	-0.128
50ns	8	170	17.944	18.335	0.391
50ns	8	175	19.942	17.180	-2.762
50ns	8	180	18.515	18.493	-0.022
50ns	8	190	18.661	18.108	-0.554
50ns	8	200	19.337	20.481	1.144
50ns	8	210	19.658	19.663	0.006
50ns	8	220	20.202	18.090	-2.112
50ns	8	225	17.090	19.993	2.903
50ns	8	230	18.280	18.860	0.580
50ns	8	240	17.037	15.694	-1.343
50ns	8	250	13.439	13.701	0.263
50ns	8	260	15.184	13.954	-1.230
50ns	8	270	14.180	17.131	2.951
50ns	8	275	18.621	20.170	1.549
50ns	8	280	19.035	15.838	-3.197
50ns	8	290	13.076	12.295	-0.781
50ns	8	300	18.773	14.672	-4.101
50ns	8	310	14.852	14.359	-0.493
50ns	8	320	17.181	16.600	-0.581
50ns	8	325	14.821	13.810	-1.012
50ns	8	330	18.258	15.098	-3.160
50ns	8	340	17.956	16.618	-1.338
50ns	8	350	15.205	15.148	-0.057
50ns	8	360	17.252	14.061	-3.191
50ns	8	370	18.769	18.429	-0.340
50ns	8	375	19.010	14.590	-4.420
50ns	8	380	14.380	15.799	1.418
50ns	8	390	12.538	14.832	2.294
50ns	8	400	13.224	15.451	2.227
50ns	8	410	15.012	15.832	0.820
50ns	8	420	13.905	15.131	1.226
50ns	8	425	11.444	11.541	0.097
50ns	8	430	15.243	17.201	1.958
50ns	8	440	16.875	16.983	0.108
50ns	8	450	21.850	23.578	1.729
50ns	8	460	20.667	18.643	-2.024
50ns	8	470	17.381	19.560	2.179
50ns	8	475	19.935	20.474	0.539
50ns	8	480	18.329	17.790	-0.539
50ns	8	490	23.099	20.328	-2.771
50ns	8	500	20.764	20.112	-0.652
50ns	9	50	17.047	20.030	2.982
50ns	9	60	20.371	17.622	-2.749
50ns	9	70	15.193	13.526	-1.668
50ns	9	75	13.441	14.050	0.609
50ns	9	80	13.845	14.184	0.339
50ns	9	90	12.011	12.950	0.939
50ns	9	100	13.784	12.649	-1.135
50ns	9	110	13.693	13.270	-0.423
50ns	9	120	14.575	17.163	2.589
50ns	9	125	20.861	19.375	-1.486
50ns	9	130	17.673	18.435	0.762
50ns	9	140	15.725	17.036	1.311
50ns	9	150	16.392	16.100	-0.292
50ns	9	160	12.717	14.864	2.146
50ns	9	170	18.196	15.269	-2.927
50ns	9	175	17.449	15.143	-2.306
50ns	9	180	17.987	19.581	1.594
50ns	9	190	16.600	17.345	0.745
50ns	9	200	17.488	15.410	-2.078
50ns	9	210	12.117	13.053	0.936
50ns	9	220	16.452	16.468	0.016
50ns	9	225	17.247	16.139	-1.108
50ns	9	230	12.798	16.643	3.845
50ns	9	240	15.427	13.771	-1.657
50ns	9	250	15.034	14.323	-0.711
50ns	9	260	17.406	13.572	-3.834
50ns	9	270	14.311	13.917	-0.395
50ns	9	275	14.836	15.389	0.554
50ns	9	280	14.057	15.187	1.130
50ns	9	290	15.187	15.181	-0.006
50ns	9	300	14.875	16.025	1.150
50ns	9	310	17.392	15.306	-2.086
50ns	9	320	16.654	18.504	1.850
50ns	9	325	15.226	11.799	-3.427
50ns	9	330	16.953	16.079	-0.874
50ns	9	340	16.001	16.224	0.223
50ns	9	350	20.343	13.639	-6.704
50ns	9	360	17.223	15.185	-2.037
50ns	9	370	16.195	15.608	-0.588
50ns	9	375	12.626	15.764	3.137
50ns	9	380	16.480	14.218	-2.262
50ns	9	390	19.190	17.370	-1.820
50ns	9	400	15.134	14.346	-0.788
50ns	9	410	15.213	15.182	-0.030
50ns	9	420	11.809	15.282	3.472
50ns	9	425	13.012	13.263	0.251
50ns	9	430	14.384	13.975	-0.409
50ns	9	440	14.850	16.059	1.209
50ns	9	450	14.857	14.156	-0.701
50ns	9	460	15.938	16.367	0.429
50ns	9	470	17.314	15.350	-1.964
50ns	9	475	13.865	16.246	2.382
50ns	9	480	16.195	14.888	-1.307
50ns	9	490	16.053	14.690	-1.363
50ns	9	500	13.568	11.145	-2.423
50ns	10	50	14.078	13.625	-0.453
50ns	10	60	14.187	12.528	-1.659
50ns	10	70	13.674	11.706	-1.968
50ns	10	75	14.203	11.753	-2.450
50ns	10	80	11.564	12.395	0.831
50ns	10	90	12.971	16.283	3.312
50ns	10	100	13.711	12.201	-1.510
50ns	10	110	15.324	14.044	-1.280
50ns	10	120	22.345	19.921	-2.424
50ns	10	125	17.311	14.182	-3.130
50ns	10	130	22.172	18.201	-3.971
50ns	10	140	22.376	19.795	-2.581
50ns	10	150	19.339	17.511	-1.828
50ns	10	160	17.772	17.087	-0.685
50ns	10	170	16.781	16.103	-0.678
50ns	10	175	18.802	18.639	-0.163
50ns	10	180	16.541	16.917	0.375
50ns	10	190	21.039	25.276	4.238
50ns	10	200	24.335	28.108	3.772
50ns	10	210	23.702	21.514	-2.188
50ns	10	220	23.026	24.918	1.892
50ns	10	225	23.375	23.201	-0.173
50ns	10	230	22.910	20.783	-2.127
50ns	10	240	28.733	26.827	-1.907
50ns	10	250	21.651	24.306	2.655
50ns	10	260	24.904	27.393	2.490
50ns	10	270	25.765	25.389	-0.376
50ns	10	275	22.100	23.930	1.829
50ns	10	280	22.850	27.056	4.206
50ns	10	290	22.771	25.470	2.699
50ns	10	300	23.830	24.628	0.799
50ns	10	310	24.329	28.064	3.735
50ns	10	320	26.806	23.408	-3.398
50ns	10	325	19.732	16.609	-3.124
50ns	10	330	23.422	24.295	0.873
50ns	10	340	23.643	23.037	-0.606
50ns	10	350	24.706	20.796	-3.910
50ns	10	360	20.785	23.694	2.910
50ns	10	370	23.250	25.226	1.976
50ns	10	375	25.961	23.740	-2.221
50ns	10	380	22.277	20.706	-1.572
50ns	10	390	16.986	12.741	-4.246
50ns	10	400	20.933	18.728	-2.205
50ns	10	410	19.318	19.857	0.538
50ns	10	420	22.950	23.355	0.405
50ns	10	425	19.015	16.018	-2.997
50ns	10	430	18.527	19.795	1.268
50ns	10	440	23.595	23.209	-0.386
50ns	10	450	20.293	19.608	-0.685
50ns	10	460	23.587	23.589	0.002
50ns	10	470	21.062	18.886	-2.177
50ns	10	475	22.672	18.266	-4.406
50ns	10	480	24.941	19.848	-5.093
50ns	10	490	21.945	22.182	0.237
50ns	10	500	20.424	15.291	-5.133
50ns	Average	Average	17.597	17.435	-0.162
60ns	1	50	8.852	9.132	0.280
60ns	1	60	9.299	9.272	-0.027
60ns	1	70	8.525	8.920	0.395
60ns	1	75	9.566	8.854	-0.711
60ns	1	80	9.742	9.716	-0.026
60ns	1	90	8.546	8.759	0.213
60ns	1	100	8.885	8.568	-0.317
60ns	1	110	8.878	11.869	2.991
60ns	1	120	8.706	11.992	3.285
60ns	1	125	10.074	8.271	-1.803
60ns	1	130	10.873	8.697	-2.176
60ns	1	140	8.734	9.663	0.929
60ns	1	150	11.288	13.723	2.435
60ns	1	160	14.120	13.859	-0.261
60ns	1	170	16.726	15.058	-1.669
60ns	1	175	17.488	16.523	-0.965
60ns	1	180	13.875	11.110	-2.764
60ns	1	190	12.507	12.325	-0.183
60ns	1	200	18.196	16.449	-1.747
60ns	1	210	14.790	15.933	1.143
60ns	1	220	13.428	12.716	-0.713
60ns	1	225	14.174	13.989	-0.185
60ns	1	230	16.106	13.169	-2.937
60ns	1	240	13.774	13.797	0.022
60ns	1	250	15.984	15.987	0.004
60ns	1	260	20.111	19.101	-1.009
60ns	1	270	17.979	18.590	0.610
60ns	1	275	19.636	18.994	-0.642
60ns	1	280	18.087	18.023	-0.064
60ns	1	290	16.947	17.129	0.182
60ns	1	300	15.738	13.354	-2.384
60ns	1	310	17.195	14.514	-2.681
60ns	1	320	17.725	18.020	0.295
60ns	1	325	17.556	17.945	0.389
60ns	1	330	16.557	16.111	-0.446
60ns	1	340	14.724	13.912	-0.812
60ns	1	350	15.946	13.642	-2.304
60ns	1	360	14.292	15.707	1.415
60ns	1	370	16.580	17.817	1.237
60ns	1	375	20.660	17.280	-3.381
60ns	1	380	15.881	16.842	0.961
60ns	1	390	15.369	16.769	1.400
60ns	1	400	15.198	17.209	2.011
60ns	1	410	18.254	16.201	-2.053
60ns	1	420	15.333	15.447	0.113
60ns	1	425	16.422	16.771	0.349
60ns	1	430	16.180	14.842	-1.338
60ns	1	440	14.639	15.829	1.191
60ns	1	450	14.153	15.422	1.269
60ns	1	460	13.801	14.290	0.490
60ns	1	470	16.320	16.058	-0.263
60ns	1	475	15.061	13.697	-1.363
60ns	1	480	17.396	14.679	-2.718
60ns	1	490	18.072	16.894	-1.178
60ns	1	500	15.009	15.182	0.173
60ns	2	50	20.965	23.769	2.804
60ns	2	60	17.419	18.283	0.864
60ns	2	70	14.842	14.136	-0.707
60ns	2	75	18.347	16.896	-1.450
60ns	2	80	20.585	20.495	-0.090
60ns	2	90	18.326	19.268	0.942
60ns	2	100	17.827	18.876	1.048
60ns	2	110	16.833	16.190	-0.643
60ns	2	120	18.960	17.143	-1.817
60ns	2	125	17.772	18.600	0.828
60ns	2	130	20.761	20.186	-0.575
60ns	2	140	18.183	19.379	1.196
60ns	2	150	17.979	15.578	-2.402
60ns	2	160	21.574	19.986	-1.588
60ns	2	170	15.507	19.421	3.914
60ns	2	175	17.941	17.849	-0.091
60ns	2	180	16.447	19.155	2.708
60ns	2	190	20.161	20.324	0.163
60ns	2	200	19.143	21.688	2.545
60ns	2	210	20.937	19.471	-1.466
60ns	2	220	20.510	20.943	0.432
60ns	2	225	17.257	22.292	5.036
60ns	2	230	17.827	19.734	1.907
60ns	2	240	19.018	21.615	2.597
60ns	2	250	21.932	21.517	-0.414
60ns	2	260	22.529	20.951	-1.578
60ns	2	270	22.262	19.368	-2.894
60ns	2	275	20.222	20.806	0.583
60ns	2	280	20.782	21.453	0.672
60ns	2	290	22.023	23.030	1.006
60ns	2	300	19.406	19.821	0.415
60ns	2	310	17.762	19.245	1.483
60ns	2	320	18.658	17.558	-1.099
60ns	2	325	19.092	12.507	-6.585
60ns	2	330	20.735	18.481	-2.254
60ns	2	340	27.337	27.725	0.388
60ns	2	350	26.119	24.055	-2.064
60ns	2	360	26.767	24.421	-2.346
60ns	2	370	23.803	26.541	2.738
60ns	2	375	30.269	24.279	-5.991
60ns	2	380	25.457	26.927	1.470
60ns	2	390	21.924	24.269	2.345
60ns	2	400	30.424	33.642	3.219
60ns	2	410	30.908	28.411	-2.497
60ns	2	420	28.267	27.851	-0.416
60ns	2	425	31.184	35.645	4.461
60ns	2	430	28.723	30.498	1.775
60ns	2	440	34.654	34.536	-0.118
60ns	2	450	33.216	37.872	4.656
60ns	2	460	33.801	31.869	-1.932
60ns	2	470	31.627	33.062	1.435
60ns	2	475	31.179	30.886	-0.293
60ns	2	480	30.485	32.126	1.641
60ns	2	490	31.094	28.282	-2.813
60ns	2	500	32.147	33.006	0.859
60ns	3	50	17.571	15.402	-2.169
60ns	3	60	11.090	12.811	1.720
60ns	3	70	11.285	13.266	1.982
60ns	3	75	12.842	14.348	1.505
60ns	3	80	19.360	16.070	-3.290
60ns	3	90	14.155	14.745	0.590
60ns	3	100	15.548	14.414	-1.134
60ns	3	110	14.595	16.105	1.510
60ns	3	120	13.413	14.631	1.218
60ns	3	125	13.354	12.560	-0.795
60ns	3	130	13.445	13.834	0.389
60ns	3	140	14.481	12.490	-1.991
60ns	3	150	14.550	11.167	-3.383
60ns	3	160	13.527	15.814	2.287
60ns	3	170	13.817	16.514	2.697
60ns	3	175	16.634	14.379	-2.255
60ns	3	180	12.087	12.358	0.271
60ns	3	190	14.494	12.435	-2.060
60ns	3	200	13.122	12.426	-0.696
60ns	3	210	13.739	13.769	0.030
60ns	3	220	15.237	13.568	-1.670
60ns	3	225	15.712	14.900	-0.812
60ns	3	230	15.984	14.514	-1.470
60ns	3	240	15.412	14.394	-1.018
60ns	3	250	12.649	14.267	1.618
60ns	3	260	16.662	14.328	-2.334
60ns	3	270	19.373	15.084	-4.290
60ns	3	275	18.341	21.105	2.764
60ns	3	280	20.649	21.954	1.305
60ns	3	290	21.043	19.326	-1.717
60ns	3	300	18.644	20.204	1.560
60ns	3	310	19.888	17.962	-1.926
60ns	3	320	19.727	18.056	-1.671
60ns	3	325	17.739	20.975	3.235
60ns	3	330	23.426	18.866	-4.560
60ns	3	340	18.230	18.729	0.499
60ns	3	350	18.821	19.680	0.859
60ns	3	360	19.065	18.540	-0.525
60ns	3	370	19.268	18.507	-0.760
60ns	3	375	16.106	19.742	3.636
60ns	3	380	18.328	20.466	2.138
60ns	3	390	18.221	17.095	-1.125
60ns	3	400	19.179	21.400	2.221
60ns	3	410	19.825	18.928	-0.897
60ns	3	420	17.508	19.657	2.149
60ns	3	425	18.888	18.260	-0.628
60ns	3	430	17.671	18.266	0.595
60ns	3	440	17.990	18.984	0.994
60ns	3	450	19.270	16.437	-2.832
60ns	3	460	17.159	19.794	2.634
60ns	3	470	18.446	20.211	1.764
60ns	3	475	17.593	18.276	0.682
60ns	3	480	18.006	19.359	1.353
60ns	3	490	15.541	18.210	2.669
60ns	3	500	17.243	19.071	1.828
60ns	4	50	16.378	12.060	-4.318
60ns	4	60	12.131	12.616	0.485
60ns	4	70	9.902	12.859	2.956
60ns	4	75	15.136	11.682	-3.454
60ns	4	80	15.058	12.622	-2.436
60ns	4	90	14.646	12.865	-1.781
60ns	4	100	14.203	16.996	2.793
60ns	4	110	16.794	16.832	0.038
60ns	4	120	10.375	10.307	-0.068
60ns	4	125	12.308	11.289	-1.019
60ns	4	130	13.166	13.330	0.164
60ns	4	140	11.569	11.033	-0.536
60ns	4	150	13.478	13.800	0.322
60ns	4	160	11.165	12.618	1.453
60ns	4	170	11.362	13.020	1.659
60ns	4	175	11.365	12.629	1.264
60ns	4	180	12.960	11.453	-1.507
60ns	4	190	11.888	12.596	0.708
60ns	4	200	12.460	8.481	-3.979
60ns	4	210	11.075	10.581	-0.493
60ns	4	220	11.332	11.002	-0.330
60ns	4	225	12.023	12.497	0.474
60ns	4	230	13.678	9.413	-4.265
60ns	4	240	11.603	10.402	-1.201
60ns	4	250	9.611	10.774	1.163
60ns	4	260	12.023	10.859	-1.164
60ns	4	270	15.391	14.220	-1.170
60ns	4	275	13.293	13.744	0.450
60ns	4	280	9.688	13.785	4.097
60ns	4	290	13.068	12.617	-0.450
60ns	4	300	11.047	12.500	1.452
60ns	4	310	18.907	18.506	-0.400
60ns	4	320	12.578	12.479	-0.098
60ns	4	325	14.652	14.946	0.294
60ns	4	330	12.312	12.063	-0.249
60ns	4	340	13.400	12.511	-0.888
60ns	4	350	13.186	16.499	3.313
60ns	4	360	14.115	14.386	0.271
60ns	4	370	15.933	15.737	-0.197
60ns	4	375	13.976	14.280	0.303
60ns	4	380	12.990	12.580	-0.409
60ns	4	390	11.255	13.674	2.419
60ns	4	400	15.301	15.068	-0.233
60ns	4	410	15.503	15.623	0.120
60ns	4	420	15.150	11.953	-3.197
60ns	4	425	12.244	14.278	2.033
60ns	4	430	13.040	18.279	5.240
60ns	4	440	19.415	12.839	-6.576
60ns	4	450	19.487	15.603	-3.883
60ns	4	460	18.445	13.248	-5.197
60ns	4	470	19.054	20.048	0.993
60ns	4	475	17.143	20.775	3.632
60ns	4	480	15.568	16.802	1.234
60ns	4	490	19.365	17.617	-1.748
60ns	4	500	18.634	17.438	-1.196
60ns	5	50	15.359	17.842	2.483
60ns	5	60	17.550	19.711	2.162
60ns	5	70	22.145	21.526	-0.619
60ns	5	75	25.122	22.260	-2.862
60ns	5	80	17.675	19.709	2.034
60ns	5	90	16.963	16.254	-0.709
60ns	5	100	19.486	17.518	-1.968
60ns	5	110	16.661	15.934	-0.727
60ns	5	120	16.484	16.630	0.146
60ns	5	125	15.471	16.615	1.144
60ns	5	130	15.603	13.319	-2.285
60ns	5	140	14.208	16.818	2.610
60ns	5	150	15.485	14.214	-1.271
60ns	5	160	16.575	19.052	2.477
60ns	5	170	16.229	15.589	-0.640
60ns	5	175	15.143	15.520	0.376
60ns	5	180	13.486	13.903	0.417
60ns	5	190	14.657	13.897	-0.760
60ns	5	200	15.264	15.429	0.165
60ns	5	210	17.533	19.912	2.379
60ns	5	220	15.108	14.639	-0.469
60ns	5	225	15.887	16.213	0.326
60ns	5	230	16.745	16.320	-0.426
60ns	5	240	20.137	19.130	-1.007
60ns	5	250	21.320	19.672	-1.648
60ns	5	260	16.289	16.469	0.180
60ns	5	270	16.953	16.664	-0.289
60ns	5	275	17.431	16.103	-1.328
60ns	5	280	18.336	16.692	-1.644
60ns	5	290	15.392	16.818	1.426
60ns	5	300	13.194	14.956	1.761
60ns	5	310	13.867	14.633	0.767
60ns	5	320	14.448	13.110	-1.338
60ns	5	325	16.377	14.982	-1.395
60ns	5	330	15.381	17.207	1.825
60ns	5	340	16.394	13.995	-2.399
60ns	5	350	15.189	15.479	0.290
60ns	5	360	16.550	16.932	0.381
60ns	5	370	17.446	16.516	-0.930
60ns	5	375	17.097	17.756	0.659
60ns	5	380	19.167	18.423	-0.744
60ns	5	390	21.958	20.554	-1.404
60ns	5	400	15.650	15.954	0.305
60ns	5	410	19.344	17.949	-1.395
60ns	5	420	20.122	21.038	0.917
60ns	5	425	19.821	21.085	1.264
60ns	5	430	23.479	18.923	-4.556
60ns	5	440	22.746	22.057	-0.689
60ns	5	450	20.321	19.157	-1.164
60ns	5	460	22.452	24.522	2.071
60ns	5	470	24.370	23.223	-1.147
60ns	5	475	22.335	22.159	-0.177
60ns	5	480	23.480	24.042	0.562
60ns	5	490	24.415	24.334	-0.081
60ns	5	500	21.572	22.360	0.788
60ns	6	50	22.576	21.473	-1.103
60ns	6	60	25.596	21.712	-3.884
60ns	6	70	23.679	26.413	2.734
60ns	6	75	22.336	23.870	1.534
60ns	6	80	19.512	22.689	3.177
60ns	6	90	21.422	23.220	1.798
60ns	6	100	23.435	24.208	0.773
60ns	6	110	23.117	23.346	0.229
60ns	6	120	18.340	20.561	2.221
60ns	6	125	17.891	16.413	-1.479
60ns	6	130	21.076	23.633	2.557
60ns	6	140	15.588	22.355	6.767
60ns	6	150	18.074	19.979	1.905
60ns	6	160	20.224	20.353	0.130
60ns	6	170	23.926	17.718	-6.207
60ns	6	175	19.202	19.078	-0.124
60ns	6	180	24.023	17.491	-6.532
60ns	6	190	20.200	21.169	0.970
60ns	6	200	18.092	19.998	1.906
60ns	6	210	19.748	18.690	-1.059
60ns	6	220	20.815	21.949	1.133
60ns	6	225	17.420	16.358	-1.062
60ns	6	230	18.930	22.848	3.917
60ns	6	240	22.411	20.143	-2.268
60ns	6	250	18.590	26.070	7.480
60ns	6	260	33.566	30.932	-2.634
60ns	6	270	24.473	23.224	-1.249
60ns	6	275	25.397	25.678	0.280
60ns	6	280	26.239	24.316	-1.922
60ns	6	290	17.792	17.942	0.150
60ns	6	300	16.323	16.059	-0.264
60ns	6	310	18.530	17.202	-1.329
60ns	6	320	15.022	16.576	1.554
60ns	6	325	19.805	22.386	2.581
60ns	6	330	20.049	19.430	-0.619
60ns	6	340	20.705	22.550	1.845
60ns	6	350	26.127	23.449	-2.678
60ns	6	360	21.241	19.653	-1.588
60ns	6	370	17.985	19.464	1.479
60ns	6	375	19.172	21.166	1.994
60ns	6	380	18.313	20.365	2.052
60ns	6	390	21.340	20.231	-1.108
60ns	6	400	19.785	18.494	-1.290
60ns	6	410	19.869	23.999	4.130
60ns	6	420	22.070	23.682	1.612
60ns	6	425	23.543	22.779	-0.764
60ns	6	430	24.761	22.662	-2.099
60ns	6	440	17.853	22.687	4.834
60ns	6	450	22.176	24.514	2.337
60ns	6	460	23.110	26.962	3.852
60ns	6	470	14.257	17.324	3.068
60ns	6	475	16.185	20.028	3.843
60ns	6	480	15.844	16.496	0.652
60ns	6	490	19.463	17.410	-2.054
60ns	6	500	19.307	19.705	0.398
60ns	7	50	11.300	13.143	1.844
60ns	7	60	12.127	12.616	0.489
60ns	7	70	13.953	14.167	0.214
60ns	7	75	16.391	13.904	-2.487
60ns	7	80	14.718	12.282	-2.436
60ns	7	90	13.835	12.828	-1.007
60ns	7	100	15.373	12.940	-2.433
60ns	7	110	13.758	12.925	-0.832
60ns	7	120	11.316	13.679	2.363
60ns	7	125	14.148	12.166	-1.983
60ns	7	130	11.904	14.510	2.606
60ns	7	140	12.006	12.137	0.131
60ns	7	150	13.749	13.888	0.139
60ns	7	160	15.968	14.760	-1.208
60ns	7	170	15.686	13.514	-2.172
60ns	7	175	16.030	19.192	3.162
60ns	7	180	15.284	12.083	-3.202
60ns	7	190	16.430	16.985	0.555
60ns	7	200	18.987	15.915	-3.072
60ns	7	210	14.827	17.525	2.697
60ns	7	220	14.356	13.283	-1.073
60ns	7	225	16.004	17.964	1.961
60ns	7	230	17.881	18.574	0.693
60ns	7	240	18.124	19.194	1.070
60ns	7	250	16.774	17.084	0.310
60ns	7	260	18.683	16.510	-2.172
60ns	7	270	15.187	17.546	2.358
60ns	7	275	18.782	15.934	-2.848
60ns	7	280	14.156	15.551	1.395
60ns	7	290	14.227	17.816	3.589
60ns	7	300	16.830	16.619	-0.211
60ns	7	310	15.491	16.172	0.680
60ns	7	320	17.370	18.405	1.036
60ns	7	325	15.996	16.549	0.553
60ns	7	330	15.842	16.044	0.202
60ns	7	340	15.601	14.542	-1.059
60ns	7	350	16.606	15.851	-0.756
60ns	7	360	17.453	17.757	0.304
60ns	7	370	15.950	17.307	1.357
60ns	7	375	17.428	17.670	0.242
60ns	7	380	14.963	14.539	-0.424
60ns	7	390	17.049	18.374	1.324
60ns	7	400	18.885	19.199	0.314
60ns	7	410	16.262	16.821	0.559
60ns	7	420	14.468	16.766	2.298
60ns	7	425	18.399	20.067	1.668
60ns	7	430	17.426	17.943	0.518
60ns	7	440	16.472	16.973	0.501
60ns	7	450	17.743	18.126	0.382
60ns	7	460	20.384	19.220	-1.164
60ns	7	470	15.783	17.062	1.279
60ns	7	475	15.894	14.785	-1.108
60ns	7	480	21.975	22.356	0.381
60ns	7	490	19.692	20.409	0.717
60ns	7	500	18.887	20.846	1.959
60ns	8	50	11.504	10.947	-0.557
60ns	8	60	12.129	12.512	0.383
60ns	8	70	13.898	12.957	-0.940
60ns	8	75	13.449	13.657	0.208
60ns	8	80	11.043	14.862	3.819
60ns	8	90	15.683	12.381	-3.302
60ns	8	100	13.898	12.002	-1.896
60ns	8	110	12.701	14.592	1.892
60ns	8	120	17.126	15.586	-1.539
60ns	8	125	17.625	16.103	-1.521
60ns	8	130	12.614	13.230	0.616
60ns	8	140	16.334	15.835	-0.499
60ns	8	150	12.712	13.311	0.599
60ns	8	160	14.597	13.918	-0.679
60ns	8	170	18.144	16.655	-1.489
60ns	8	175	18.233	17.694	-0.540
60ns	8	180	16.250	19.336	3.086
60ns	8	190	18.894	17.904	-0.990
60ns	8	200	18.634	19.297	0.663
60ns	8	210	19.904	19.852	-0.052
60ns	8	220	18.809	18.399	-0.410
60ns	8	225	17.281	19.101	1.821
60ns	8	230	19.139	17.972	-1.167
60ns	8	240	15.799	16.074	0.275
60ns	8	250	13.704	14.994	1.289
60ns	8	260	13.722	14.365	0.643
60ns	8	270	14.136	16.192	2.056
60ns	8	275	18.324	19.234	0.910
60ns	8	280	18.728	15.429	-3.299
60ns	8	290	13.245	12.344	-0.901
60ns	8	300	20.436	14.390	-6.046
60ns	8	310	14.522	14.463	-0.059
60ns	8	320	18.197	17.355	-0.842
60ns	8	325	14.743	13.423	-1.320
60ns	8	330	18.151	14.051	-4.099
60ns	8	340	15.448	16.740	1.291
60ns	8	350	15.287	15.012	-0.275
60ns	8	360	16.038	14.026	-2.011
60ns	8	370	17.961	19.665	1.704
60ns	8	375	17.773	14.264	-3.508
60ns	8	380	14.562	17.142	2.579
60ns	8	390	13.942	12.904	-1.038
60ns	8	400	13.283	15.894	2.612
60ns	8	410	15.226	16.155	0.929
60ns	8	420	13.434	14.037	0.603
60ns	8	425	12.071	11.878	-0.192
