NETime(ps)	MD_run	Estarttime(ns)	E_Distance(Å)	NE_Distance(Å)	Change(Å)
100ns	5	190	13.347	14.561	1.214
100ns	5	200	15.463	14.040	-1.423
100ns	5	210	17.517	19.381	1.864
100ns	5	220	13.296	15.175	1.878
100ns	5	225	17.215	16.750	-0.465
100ns	5	230	18.199	16.551	-1.648
100ns	5	240	19.767	18.891	-0.875
100ns	5	250	19.128	18.629	-0.499
100ns	5	260	15.363	16.192	0.828
100ns	5	270	18.117	18.950	0.834
100ns	5	275	16.805	15.582	-1.223
100ns	5	280	16.457	17.666	1.209
100ns	5	290	16.391	15.053	-1.339
100ns	5	300	13.167	16.633	3.465
100ns	5	310	15.389	13.921	-1.468
100ns	5	320	14.856	14.468	-0.388
100ns	5	325	16.687	14.985	-1.702
100ns	5	330	15.120	17.272	2.152
100ns	5	340	14.535	13.025	-1.510
100ns	5	350	14.845	17.093	2.248
100ns	5	360	15.953	15.560	-0.393
100ns	5	370	15.788	16.868	1.080
100ns	5	375	16.436	18.439	2.003
100ns	5	380	17.483	19.152	1.670
100ns	5	390	19.850	19.428	-0.423
100ns	5	400	15.535	15.819	0.284
100ns	5	410	18.211	18.740	0.529
100ns	5	420	20.081	21.718	1.637
100ns	5	425	21.484	21.204	-0.280
100ns	5	430	24.488	20.363	-4.125
100ns	5	440	21.587	22.752	1.165
100ns	5	450	19.937	19.376	-0.562
100ns	5	460	22.304	24.089	1.785
100ns	5	470	25.352	22.734	-2.618
100ns	5	475	22.667	22.552	-0.115
100ns	5	480	22.339	23.584	1.245
100ns	5	490	23.683	22.489	-1.194
100ns	5	500	19.686	21.222	1.536
100ns	6	50	22.408	21.848	-0.560
100ns	6	60	25.767	25.191	-0.576
100ns	6	70	24.182	23.634	-0.548
100ns	6	75	21.948	22.612	0.665
100ns	6	80	19.877	24.197	4.321
100ns	6	90	19.605	21.129	1.524
100ns	6	100	24.366	22.569	-1.797
100ns	6	110	24.205	23.286	-0.920
100ns	6	120	18.507	19.764	1.257
100ns	6	125	16.287	19.483	3.196
100ns	6	130	20.085	21.807	1.722
100ns	6	140	16.754	21.080	4.325
100ns	6	150	19.874	21.264	1.390
100ns	6	160	19.423	20.108	0.686
100ns	6	170	22.528	19.057	-3.472
100ns	6	175	22.154	20.714	-1.441
100ns	6	180	23.658	19.692	-3.966
100ns	6	190	18.348	20.367	2.019
100ns	6	200	18.446	19.924	1.479
100ns	6	210	19.994	19.600	-0.394
100ns	6	220	20.322	23.955	3.633
100ns	6	225	20.020	16.722	-3.298
100ns	6	230	18.062	21.722	3.659
100ns	6	240	20.903	19.675	-1.228
100ns	6	250	18.858	26.126	7.268
100ns	6	260	32.742	31.697	-1.046
100ns	6	270	22.404	22.850	0.446
100ns	6	275	26.817	22.819	-3.998
100ns	6	280	23.553	21.891	-1.662
100ns	6	290	15.464	21.800	6.337
100ns	6	300	14.741	16.395	1.654
100ns	6	310	17.011	16.881	-0.130
100ns	6	320	13.647	18.697	5.050
100ns	6	325	18.709	20.588	1.879
100ns	6	330	17.953	21.809	3.856
100ns	6	340	18.887	19.797	0.911
100ns	6	350	23.031	24.329	1.298
100ns	6	360	22.137	20.750	-1.387
100ns	6	370	22.092	17.782	-4.310
100ns	6	375	18.461	18.524	0.063
100ns	6	380	17.599	21.650	4.050
100ns	6	390	20.299	21.855	1.556
100ns	6	400	22.815	21.868	-0.948
100ns	6	410	16.793	22.235	5.441
100ns	6	420	20.720	24.336	3.616
100ns	6	425	23.064	22.412	-0.652
100ns	6	430	24.649	22.768	-1.881
100ns	6	440	18.572	21.371	2.799
100ns	6	450	22.509	23.120	0.611
100ns	6	460	25.269	24.356	-0.913
100ns	6	470	13.714	17.629	3.914
100ns	6	475	14.697	16.739	2.042
100ns	6	480	15.751	17.136	1.386
100ns	6	490	17.625	17.762	0.137
100ns	6	500	19.198	17.177	-2.021
100ns	7	50	11.235	11.776	0.540
100ns	7	60	13.865	11.907	-1.958
100ns	7	70	15.461	16.306	0.845
100ns	7	75	16.283	11.929	-4.353
100ns	7	80	15.751	13.179	-2.572
100ns	7	90	12.264	13.583	1.318
100ns	7	100	16.272	13.162	-3.110
100ns	7	110	14.055	13.004	-1.051
100ns	7	120	10.051	14.171	4.120
100ns	7	125	12.883	12.359	-0.524
100ns	7	130	11.802	16.840	5.039
100ns	7	140	12.666	11.003	-1.662
100ns	7	150	16.666	15.304	-1.362
100ns	7	160	15.055	14.965	-0.090
100ns	7	170	17.005	14.429	-2.576
100ns	7	175	16.501	17.276	0.775
100ns	7	180	14.784	12.236	-2.548
100ns	7	190	17.848	15.176	-2.672
100ns	7	200	20.230	17.213	-3.016
100ns	7	210	15.589	19.288	3.699
100ns	7	220	14.500	13.625	-0.874
100ns	7	225	15.680	17.663	1.983
100ns	7	230	17.700	18.144	0.444
100ns	7	240	17.415	17.234	-0.180
100ns	7	250	16.597	17.324	0.726
100ns	7	260	17.198	18.165	0.968
100ns	7	270	15.690	16.825	1.135
100ns	7	275	17.400	16.523	-0.877
100ns	7	280	15.116	15.819	0.702
100ns	7	290	14.738	18.084	3.347
100ns	7	300	16.915	16.368	-0.547
100ns	7	310	18.234	15.691	-2.543
100ns	7	320	18.646	16.653	-1.992
100ns	7	325	15.798	15.571	-0.227
100ns	7	330	15.404	17.746	2.343
100ns	7	340	14.801	13.448	-1.353
100ns	7	350	16.160	16.513	0.352
100ns	7	360	16.360	17.524	1.164
100ns	7	370	15.883	17.231	1.348
100ns	7	375	17.186	16.899	-0.288
100ns	7	380	15.372	14.032	-1.340
100ns	7	390	17.334	17.189	-0.145
100ns	7	400	18.246	17.915	-0.331
100ns	7	410	18.999	16.230	-2.769
100ns	7	420	14.270	16.334	2.064
100ns	7	425	19.279	18.363	-0.916
100ns	7	430	17.553	18.375	0.822
100ns	7	440	14.545	15.049	0.504
100ns	7	450	19.843	17.822	-2.021
100ns	7	460	20.094	17.666	-2.428
100ns	7	470	16.829	16.211	-0.617
100ns	7	475	16.976	16.738	-0.238
100ns	7	480	21.961	19.583	-2.378
100ns	7	490	19.115	19.356	0.241
100ns	7	500	20.100	20.226	0.127
100ns	8	50	11.489	11.988	0.500
100ns	8	60	11.492	14.580	3.088
100ns	8	70	13.317	11.913	-1.404
100ns	8	75	13.557	12.949	-0.608
100ns	8	80	11.248	13.037	1.789
100ns	8	90	15.904	13.206	-2.698
100ns	8	100	14.359	11.710	-2.649
100ns	8	110	12.706	15.416	2.710
100ns	8	120	16.499	15.186	-1.313
100ns	8	125	17.719	18.258	0.540
100ns	8	130	12.901	13.446	0.545
100ns	8	140	16.804	17.489	0.684
100ns	8	150	14.603	13.946	-0.657
100ns	8	160	15.258	13.792	-1.466
100ns	8	170	17.159	16.067	-1.092
100ns	8	175	19.289	17.533	-1.756
100ns	8	180	19.517	19.043	-0.474
100ns	8	190	18.648	17.270	-1.378
100ns	8	200	20.007	19.359	-0.647
100ns	8	210	18.410	20.779	2.369
100ns	8	220	18.991	16.673	-2.318
100ns	8	225	16.655	18.726	2.070
100ns	8	230	16.086	17.317	1.231
100ns	8	240	15.655	17.969	2.314
100ns	8	250	13.997	15.504	1.507
100ns	8	260	12.836	12.403	-0.432
100ns	8	270	14.164	17.419	3.255
100ns	8	275	18.555	19.450	0.896
100ns	8	280	18.039	17.302	-0.737
100ns	8	290	12.336	13.334	0.998
100ns	8	300	19.211	14.669	-4.542
100ns	8	310	14.383	13.868	-0.515
100ns	8	320	15.663	15.074	-0.589
100ns	8	325	15.113	13.229	-1.884
100ns	8	330	16.978	13.821	-3.157
100ns	8	340	18.322	17.977	-0.345
100ns	8	350	13.695	13.265	-0.430
100ns	8	360	16.171	14.118	-2.053
100ns	8	370	17.714	18.490	0.776
100ns	8	375	18.299	13.640	-4.659
100ns	8	380	12.946	14.815	1.869
100ns	8	390	14.133	14.801	0.668
100ns	8	400	14.608	15.935	1.327
100ns	8	410	15.361	15.902	0.542
100ns	8	420	12.635	14.830	2.194
100ns	8	425	11.523	11.615	0.093
100ns	8	430	13.556	16.148	2.592
100ns	8	440	16.700	17.635	0.935
100ns	8	450	20.791	21.877	1.087
100ns	8	460	19.923	18.387	-1.536
100ns	8	470	17.078	20.531	3.453
100ns	8	475	20.002	19.249	-0.753
100ns	8	480	18.801	16.760	-2.040
100ns	8	490	21.305	19.671	-1.633
100ns	8	500	19.596	21.608	2.012
100ns	9	50	17.584	18.360	0.776
100ns	9	60	20.731	17.909	-2.822
100ns	9	70	16.526	14.131	-2.395
100ns	9	75	14.482	14.685	0.203
100ns	9	80	13.339	13.218	-0.122
100ns	9	90	11.680	12.223	0.542
100ns	9	100	12.634	12.426	-0.208
100ns	9	110	13.232	12.533	-0.700
100ns	9	120	13.948	18.148	4.199
100ns	9	125	18.564	21.474	2.910
100ns	9	130	18.364	16.305	-2.059
100ns	9	140	15.115	16.103	0.988
100ns	9	150	16.109	18.229	2.120
100ns	9	160	13.366	15.718	2.352
100ns	9	170	20.385	15.221	-5.163
100ns	9	175	16.863	14.294	-2.569
100ns	9	180	16.416	16.738	0.322
100ns	9	190	17.808	18.219	0.410
100ns	9	200	18.500	15.037	-3.462
100ns	9	210	11.440	13.312	1.872
100ns	9	220	13.054	14.527	1.473
100ns	9	225	15.268	15.961	0.693
100ns	9	230	12.974	17.414	4.440
100ns	9	240	15.370	13.064	-2.306
100ns	9	250	14.506	14.677	0.171
100ns	9	260	17.197	13.593	-3.604
100ns	9	270	15.378	14.389	-0.989
100ns	9	275	14.947	14.750	-0.197
100ns	9	280	14.268	13.847	-0.421
100ns	9	290	16.948	14.495	-2.453
100ns	9	300	13.128	15.512	2.384
100ns	9	310	17.581	16.255	-1.326
100ns	9	320	14.687	19.398	4.711
100ns	9	325	15.279	14.482	-0.798
100ns	9	330	14.486	16.152	1.666
100ns	9	340	16.682	17.578	0.896
100ns	9	350	20.805	14.091	-6.714
100ns	9	360	16.823	15.021	-1.802
100ns	9	370	13.616	15.245	1.628
100ns	9	375	12.773	15.756	2.983
100ns	9	380	16.226	14.236	-1.989
100ns	9	390	17.217	15.448	-1.769
100ns	9	400	14.143	14.363	0.220
100ns	9	410	15.281	15.065	-0.216
100ns	9	420	14.373	16.327	1.954
100ns	9	425	12.990	13.263	0.272
100ns	9	430	12.963	13.427	0.464
100ns	9	440	15.658	13.864	-1.794
100ns	9	450	11.864	14.749	2.885
100ns	9	460	15.187	16.448	1.262
100ns	9	470	17.088	14.572	-2.516
100ns	9	475	15.253	17.957	2.703
100ns	9	480	14.865	16.366	1.501
100ns	9	490	16.931	16.535	-0.396
100ns	9	500	13.209	12.218	-0.991
100ns	10	50	14.921	13.459	-1.462
100ns	10	60	16.135	10.777	-5.358
100ns	10	70	15.806	12.051	-3.755
100ns	10	75	14.513	11.996	-2.517
100ns	10	80	11.526	11.477	-0.050
100ns	10	90	13.946	17.005	3.060
100ns	10	100	15.188	12.677	-2.511
100ns	10	110	14.382	14.363	-0.019
100ns	10	120	21.085	20.934	-0.150
100ns	10	125	17.691	16.298	-1.393
100ns	10	130	21.933	20.036	-1.897
100ns	10	140	20.172	24.643	4.471
100ns	10	150	19.691	18.521	-1.170
100ns	10	160	16.066	16.468	0.402
100ns	10	170	17.664	17.380	-0.283
100ns	10	175	19.746	16.685	-3.061
100ns	10	180	18.445	15.915	-2.531
100ns	10	190	20.068	22.310	2.242
100ns	10	200	27.226	28.554	1.328
100ns	10	210	26.435	20.382	-6.054
100ns	10	220	25.793	22.493	-3.301
100ns	10	225	23.600	24.861	1.261
100ns	10	230	22.869	20.817	-2.052
100ns	10	240	25.964	25.125	-0.839
100ns	10	250	22.361	24.225	1.865
100ns	10	260	24.601	28.067	3.466
100ns	10	270	25.674	24.088	-1.586
100ns	10	275	24.913	22.682	-2.231
100ns	10	280	26.254	25.820	-0.434
100ns	10	290	23.741	27.003	3.262
100ns	10	300	24.265	24.892	0.627
100ns	10	310	26.973	27.704	0.732
100ns	10	320	25.613	24.486	-1.127
100ns	10	325	22.425	16.675	-5.750
100ns	10	330	23.537	23.278	-0.259
100ns	10	340	27.508	23.696	-3.812
100ns	10	350	23.437	24.848	1.411
100ns	10	360	22.309	22.658	0.349
100ns	10	370	19.733	22.815	3.082
100ns	10	375	22.916	22.318	-0.598
100ns	10	380	22.946	20.177	-2.768
100ns	10	390	16.931	11.759	-5.173
100ns	10	400	20.710	21.479	0.769
100ns	10	410	18.799	19.783	0.984
100ns	10	420	24.288	22.234	-2.054
100ns	10	425	18.689	16.965	-1.724
100ns	10	430	20.499	19.479	-1.020
100ns	10	440	24.262	22.413	-1.849
100ns	10	450	19.278	17.879	-1.399
